"name","handedness","height","weight","avg","HR","BMI","rand","adj_BMI","power","log10HR","lm","range"
"Brant Alyea","R",75,215,0.247,38,26.87022222,0.02,26.89,153.8461538,1.579783597,1.614690391,"overweight"
"Jerry Narron","L",75,205,0.211,21,25.62044444,0.43,26.05,99.52606635,1.322219295,1.518007582,"overweight"
"Ken Retzer","L",72,185,0.264,14,25.08777006,-0.23,24.86,53.03030303,1.146128036,1.476799892,"overweight"
"Mike Brown","R",74,195,0.265,23,25.03378378,0.26,25.29,86.79245283,1.361727836,1.472623513,"overweight"
"Greg Walker","L",75,205,0.26,113,25.62044444,0.28,25.9,434.6153846,2.053078443,1.518007582,"overweight"
"Tom Seaver","R",73,195,0.154,12,25.72433853,0.27,25.99,77.92207792,1.079181246,1.526044829,"overweight"
"Jerry Martin","R",73,195,0.251,85,25.72433853,-0.44,25.28,338.6454183,1.929418926,1.526044829,"overweight"
"Reggie Jackson","L",72,195,0.262,563,26.44386574,-0.25,26.19,2148.854962,2.750508395,1.581707454,"overweight"
"Rich Coggins","L",68,170,0.265,12,25.84558824,-0.08,25.77,45.28301887,1.079181246,1.535424706,"overweight"
"Mitchell Page","L",74,205,0.266,72,26.31756757,-0.36,25.96,270.6766917,1.857332496,1.571937027,"overweight"
"Kiko Garcia","R",71,180,0.239,12,25.10216227,0.22,25.32,50.20920502,1.079181246,1.477913273,"overweight"
"Bill Sudakis","B",73,190,0.234,59,25.0647401,-0.2,24.86,252.1367521,1.770852012,1.475018294,"overweight"
"Joe Morgan","L",67,160,0.271,268,25.05680552,-0.47,24.59,988.9298893,2.428134794,1.474404475,"overweight"
"R.J. Reynolds","B",72,190,0.267,35,25.7658179,-0.1,25.67,131.0861423,1.544068044,1.529253673,"overweight"
"Lee Thomas","L",74,195,0.255,106,25.03378378,0.34,25.38,415.6862745,2.025305865,1.472623513,"overweight"
"Ray Fosse","R",74,215,0.256,61,27.60135135,-0.32,27.29,238.28125,1.785329835,1.67125054,"overweight"
"John Stephenson","L",71,180,0.216,12,25.10216227,0.34,25.44,55.55555556,1.079181246,1.477913273,"overweight"
"Bob Uecker","R",73,190,0.2,14,25.0647401,0.22,25.29,70,1.146128036,1.475018294,"overweight"
"Steve Braun","L",70,180,0.271,52,25.8244898,0.11,25.94,191.8819188,1.716003344,1.533792531,"overweight"
"John Boccabella","R",73,195,0.219,26,25.72433853,-0.1,25.62,118.7214612,1.414973348,1.526044829,"overweight"
"Curt Blefary","L",74,195,0.237,112,25.03378378,0.27,25.3,472.5738397,2.049218023,1.472623513,"overweight"
"Gary Ward","R",74,195,0.276,130,25.03378378,0.04,25.08,471.0144928,2.113943352,1.472623513,"overweight"
"Dan Meyer","L",71,180,0.253,86,25.10216227,0.13,25.23,339.9209486,1.934498451,1.477913273,"overweight"
"Keith Moreland","R",72,190,0.279,121,25.7658179,-0.31,25.46,433.6917563,2.08278537,1.529253673,"overweight"
"Alex Johnson","R",72,205,0.288,78,27.79996142,0.23,28.03,270.8333333,1.892094603,1.686615015,"overweight"
"Ray Sadecki","L",71,180,0.191,5,25.10216227,-0.04,25.06,26.17801047,0.698970004,1.477913273,"overweight"
"Wayne Nordhagen","R",74,205,0.282,39,26.31756757,-0.06,26.26,138.2978723,1.591064607,1.571937027,"overweight"
"Biff Pocoroba","B",70,175,0.257,21,25.10714286,0.31,25.41,81.71206226,1.322219295,1.478298572,"overweight"
"Chet Lemon","R",72,190,0.273,215,25.7658179,-0.42,25.34,787.5457875,2.33243846,1.529253673,"overweight"
"Cleon Jones","R",72,185,0.281,93,25.08777006,-0.37,24.72,330.9608541,1.968482949,1.476799892,"overweight"
"Johnny Bench","R",73,197,0.267,389,25.98817789,0.27,26.26,1456.928839,2.589949601,1.546455442,"overweight"
"George Wright","B",71,180,0.245,42,25.10216227,0.22,25.32,171.4285714,1.62324929,1.477913273,"overweight"
"Luis Aguayo","R",69,173,0.236,37,25.54484352,-0.41,25.13,156.779661,1.568201724,1.512159095,"overweight"
"Jim Traber","L",72,194,0.227,27,26.30825617,0.08,26.39,118.9427313,1.431363764,1.571216697,"overweight"
"Lynn Jones","R",69,175,0.252,7,25.84015963,-0.01,25.83,27.77777778,0.84509804,1.535004749,"overweight"
"Ken Suarez","R",69,175,0.227,5,25.84015963,0.15,25.99,22.02643172,0.698970004,1.535004749,"overweight"
"Rick Peters","B",69,170,0.277,2,25.10186936,-0.41,24.69,7.220216606,0.301029996,1.477890614,"overweight"
"Tommie Agee","R",71,195,0.255,130,27.19400913,0.26,27.46,509.8039216,2.113943352,1.639738546,"overweight"
"Cap Peterson","R",74,195,0.23,19,25.03378378,-0.06,24.98,82.60869565,1.278753601,1.472623513,"overweight"
"Ted Simmons","B",71,193,0.285,248,26.91509621,0.11,27.03,870.1754386,2.394451681,1.618161843,"overweight"
"Bill Nahorodny","R",74,200,0.241,25,25.67567568,0.27,25.95,103.7344398,1.397940009,1.522280271,"overweight"
"Bill Madlock","R",71,180,0.305,163,25.10216227,0.31,25.41,534.4262295,2.212187604,1.477913273,"overweight"
"Bob Boone","R",74,195,0.254,105,25.03378378,-0.31,24.72,413.3858268,2.021189299,1.472623513,"overweight"
"Steve Kemp","L",72,195,0.278,130,26.44386574,0.44,26.88,467.6258993,2.113943352,1.581707454,"overweight"
"Carl Taylor","R",74,200,0.266,10,25.67567568,-0.31,25.36,37.59398496,1,1.522280271,"overweight"
"Mike Hargrove","L",72,195,0.29,80,26.44386574,-0.39,26.05,275.862069,1.903089987,1.581707454,"overweight"
"Steve Hovley","L",70,188,0.258,8,26.9722449,0.4,27.37,31.00775194,0.903089987,1.622582865,"overweight"
"Don Leppert","R",74,220,0.229,15,28.24324324,-0.42,27.82,65.50218341,1.176091259,1.720907297,"overweight"
"Rick Renick","R",72,188,0.221,20,25.49459877,-0.36,25.13,90.49773756,1.301029996,1.508272161,"overweight"
"Jeff Torborg","R",72,195,0.214,8,26.44386574,0.18,26.63,37.38317757,0.903089987,1.581707454,"overweight"
"Jerry Turner","L",69,180,0.257,45,26.57844991,-0.43,26.15,175.0972763,1.653212514,1.592118885,"overweight"
"Don Wilson","R",74,195,0.146,1,25.03378378,-0.41,24.63,6.849315068,0,1.472623513,"overweight"
"Sandy Valdespino","L",68,170,0.23,7,25.84558824,-0.31,25.53,30.43478261,0.84509804,1.535424706,"overweight"
"Ken Phelps","L",73,209,0.239,123,27.57121411,-0.21,27.36,514.6443515,2.089905111,1.668919124,"overweight"
"Steve Renko","R",77,230,0.215,6,27.27104065,-0.03,27.25,27.90697674,0.77815125,1.645697705,"overweight"
"Rick Sofield","L",73,195,0.243,9,25.72433853,0.46,26.18,37.03703704,0.954242509,1.526044829,"overweight"
"Dave May","L",70,186,0.251,96,26.68530612,-0.5,26.19,382.4701195,1.982271233,1.600385281,"overweight"
"Willie Aikens","L",75,220,0.271,110,27.49511111,0.2,27.7,405.904059,2.041392685,1.663031795,"overweight"
"Earl Williams","R",75,215,0.247,138,26.87022222,-0.06,26.81,558.7044534,2.139879086,1.614690391,"overweight"
"Tom Egan","R",76,218,0.2,22,26.53289474,-0.45,26.08,110,1.342422681,1.588594737,"overweight"
"Joe Wallis","B",71,180,0.244,16,25.10216227,0.31,25.41,65.57377049,1.204119983,1.477913273,"overweight"
"Max Alvis","R",71,185,0.247,111,25.79944455,-0.17,25.63,449.3927126,2.045322979,1.53185503,"overweight"
"Roy Howell","L",73,190,0.261,80,25.0647401,-0.04,25.03,306.51341,1.903089987,1.475018294,"overweight"
"Boog Powell","L",76,230,0.266,339,27.99342105,-0.34,27.65,1274.43609,2.530199698,1.701581052,"overweight"
"Dan Driessen","L",71,187,0.267,153,26.07835747,0.05,26.12,573.0337079,2.184691431,1.553431734,"overweight"
"Tony Armas","R",71,182,0.252,251,25.38107518,-0.37,25.01,996.031746,2.399673721,1.499489976,"overweight"
"Willie Horton","R",71,209,0.273,325,29.14639952,0.18,29.32,1190.47619,2.511883361,1.790775467,"overweight"
"Butch Hobson","R",73,193,0.248,98,25.46049916,0.2,25.66,395.1612903,1.991226076,1.505634215,"overweight"
"John Wathan","R",74,205,0.262,21,26.31756757,-0.44,25.88,80.15267176,1.322219295,1.571937027,"overweight"
"Hal King","L",73,200,0.214,24,26.38393695,0.12,26.5,112.1495327,1.380211242,1.577071362,"overweight"
"Barry Foote","R",75,205,0.23,57,25.62044444,-0.49,25.13,247.826087,1.755874856,1.518007582,"overweight"
"Ed Ott","L",70,190,0.259,33,27.25918367,0.2,27.46,127.4131274,1.51851394,1.644780449,"overweight"
"Ron Clark","R",70,175,0.189,5,25.10714286,0.08,25.19,26.45502646,0.698970004,1.478298572,"overweight"
"Gary Alexander","R",74,195,0.23,55,25.03378378,-0.08,24.95,239.1304348,1.740362689,1.472623513,"overweight"
"Bob Oliver","R",75,205,0.256,94,25.62044444,-0.02,25.6,367.1875,1.973127854,1.518007582,"overweight"
"Bob Robertson","R",73,195,0.242,115,25.72433853,0.15,25.88,475.2066116,2.06069784,1.526044829,"overweight"
"Steve Barber","L",72,195,0.115,5,26.44386574,0.38,26.83,43.47826087,0.698970004,1.581707454,"overweight"
"Norm Miller","L",70,185,0.238,24,26.54183673,-0.36,26.18,100.8403361,1.380211242,1.589286489,"overweight"
"Bob Chance","L",74,196,0.261,24,25.16216216,-0.02,25.15,91.95402299,1.380211242,1.482554865,"overweight"
"Bill Sample","R",69,175,0.272,46,25.84015963,-0.45,25.39,169.1176471,1.662757832,1.535004749,"overweight"
"Craig Kusick","R",75,210,0.235,46,26.24533333,0.3,26.54,195.7446809,1.662757832,1.566348986,"overweight"
"Russ Gibson","R",73,195,0.228,8,25.72433853,0.25,25.97,35.0877193,0.903089987,1.526044829,"overweight"
"Terry Francona","L",73,190,0.274,16,25.0647401,0.12,25.19,58.39416058,1.204119983,1.475018294,"overweight"
"John Bateman","R",75,210,0.23,81,26.24533333,0.35,26.59,352.173913,1.908485019,1.566348986,"overweight"
"Joe Gaines","R",73,190,0.241,21,25.0647401,-0.24,24.83,87.13692946,1.322219295,1.475018294,"overweight"
"Doug Rader","R",74,208,0.251,155,26.7027027,-0.36,26.34,617.5298805,2.190331698,1.601731081,"overweight"
"Phil Bradley","R",72,185,0.286,78,25.08777006,-0.25,24.83,272.7272727,1.892094603,1.476799892,"overweight"
"Charlie Moore","R",71,180,0.261,36,25.10216227,-0.32,24.78,137.9310345,1.556302501,1.477913273,"overweight"
"Ralph Garr","L",71,185,0.306,75,25.79944455,0.14,25.94,245.0980392,1.875061263,1.53185503,"overweight"
"John Ellis","R",74,225,0.262,69,28.88513514,0.02,28.9,263.3587786,1.838849091,1.770564054,"overweight"
"Rick Reichardt","R",75,210,0.261,116,26.24533333,-0.45,25.79,444.4444444,2.064457989,1.566348986,"overweight"
"Broderick Perkins","L",70,180,0.271,8,25.8244898,-0.34,25.48,29.5202952,0.903089987,1.533792531,"overweight"
"Len Gabrielson","L",76,210,0.253,37,25.55921053,0.42,25.98,146.2450593,1.568201724,1.513270527,"overweight"
"Johnny Edwards","L",76,220,0.242,81,26.77631579,-0.38,26.39,334.7107438,1.908485019,1.60742579,"overweight"
"Bill Schroeder","R",74,200,0.24,61,25.67567568,0.23,25.91,254.1666667,1.785329835,1.522280271,"overweight"
"Clay Dalrymple","L",72,190,0.233,55,25.7658179,-0.19,25.58,236.0515021,1.740362689,1.529253673,"overweight"
"Carlos May","L",71,200,0.274,90,27.89129141,0.07,27.96,328.4671533,1.954242509,1.693680303,"overweight"
"Mike Brumley","L",70,195,0.229,5,27.97653061,0.15,28.13,21.83406114,0.698970004,1.700274408,"overweight"
"Al Luplow","L",70,175,0.235,33,25.10714286,-0.03,25.08,140.4255319,1.51851394,1.478298572,"overweight"
"Dick Allen","R",71,187,0.292,351,26.07835747,0.2,26.28,1202.054795,2.545307116,1.553431734,"overweight"
"Steve Carlton","L",76,210,0.201,13,25.55921053,0.36,25.92,64.67661692,1.113943352,1.513270527,"overweight"
"Bob Brower","R",71,185,0.242,17,25.79944455,0.02,25.82,70.24793388,1.230448921,1.53185503,"overweight"
"Ray Culp","R",72,200,0.123,1,27.12191358,-0.02,27.1,8.130081301,0,1.634161235,"overweight"
"Ivan Murrell","R",74,195,0.236,33,25.03378378,0.33,25.37,139.8305085,1.51851394,1.472623513,"overweight"
"Bob Brenly","R",74,210,0.247,91,26.95945946,0.26,27.21,368.4210526,1.959041392,1.621593784,"overweight"
"Ron Blomberg","L",73,195,0.293,52,25.72433853,0.06,25.79,177.4744027,1.716003344,1.526044829,"overweight"
"Jim Rooker","R",72,195,0.201,7,26.44386574,-0.38,26.06,34.82587065,0.84509804,1.581707454,"overweight"
"Davey Lopes","R",69,170,0.263,155,25.10186936,-0.1,25,589.3536122,2.190331698,1.477890614,"overweight"
"Catfish Hunter","R",72,190,0.226,6,25.7658179,-0.24,25.52,26.54867257,0.77815125,1.529253673,"overweight"
"Hank Allen","R",72,190,0.241,6,25.7658179,0.38,26.15,24.89626556,0.77815125,1.529253673,"overweight"
"Jim Fregosi","R",73,190,0.265,151,25.0647401,0.26,25.33,569.8113208,2.178976947,1.475018294,"overweight"
"Mike Schmidt","R",74,195,0.267,548,25.03378378,-0.34,24.7,2052.434457,2.738780558,1.472623513,"overweight"
"Mike Squires","L",71,185,0.26,6,25.79944455,-0.05,25.75,23.07692308,0.77815125,1.53185503,"overweight"
"Champ Summers","L",74,205,0.255,54,26.31756757,-0.23,26.09,211.7647059,1.73239376,1.571937027,"overweight"
"Bobby Valentine","R",70,189,0.26,12,27.11571429,-0.21,26.91,46.15384615,1.079181246,1.633681657,"overweight"
"Rob Andrews","R",72,185,0.251,3,25.08777006,0.08,25.16,11.95219124,0.477121255,1.476799892,"overweight"
"Ed Stroud","L",71,180,0.237,14,25.10216227,0.43,25.53,59.07172996,1.146128036,1.477913273,"overweight"
"Ron Swoboda","R",74,195,0.242,73,25.03378378,-0.03,25,301.6528926,1.86332286,1.472623513,"overweight"
"Joe Torre","R",74,212,0.297,252,27.21621622,-0.15,27.06,848.4848485,2.401400541,1.641456487,"overweight"
"Al Ferrara","R",73,200,0.259,51,26.38393695,0.12,26.5,196.9111969,1.707570176,1.577071362,"overweight"
"Dave Nicholson","R",74,215,0.212,61,27.60135135,-0.45,27.15,287.7358491,1.785329835,1.67125054,"overweight"
"Leron Lee","L",72,196,0.25,31,26.57947531,0.39,26.97,124,1.491361694,1.59219821,"overweight"
"Steve Ontiveros","B",72,185,0.274,24,25.08777006,0.35,25.44,87.59124088,1.380211242,1.476799892,"overweight"
"Jerry Moses","R",75,210,0.251,25,26.24533333,-0.11,26.13,99.60159363,1.397940009,1.566348986,"overweight"
"Bobby Bonds","R",73,190,0.268,332,25.0647401,0.27,25.34,1238.80597,2.521138084,1.475018294,"overweight"
"Dave McNally","R",71,185,0.133,9,25.79944455,-0.28,25.52,67.66917293,0.954242509,1.53185503,"overweight"
"Roy Foster","R",72,185,0.253,45,25.08777006,-0.46,24.63,177.8656126,1.653212514,1.476799892,"overweight"
"Denis Menke","R",72,185,0.25,101,25.08777006,0.06,25.14,404,2.004321374,1.476799892,"overweight"
"Hal Breeden","R",74,200,0.243,21,25.67567568,0.28,25.96,86.41975309,1.322219295,1.522280271,"overweight"
"Mike Anderson","R",74,200,0.246,28,25.67567568,-0.21,25.47,113.8211382,1.447158031,1.522280271,"overweight"
"Joe Charboneau","R",74,205,0.266,29,26.31756757,0.37,26.69,109.0225564,1.462397998,1.571937027,"overweight"
"Jimmie Schaffer","R",69,170,0.223,11,25.10186936,0.25,25.35,49.32735426,1.041392685,1.477890614,"overweight"
"Mark Brouhard","R",73,210,0.259,25,27.7031338,0.45,28.15,96.52509653,1.397940009,1.679124431,"overweight"
"Mike Young","B",74,195,0.247,72,25.03378378,-0.24,24.79,291.4979757,1.857332496,1.472623513,"overweight"
"Joe Rudi","R",74,200,0.264,179,25.67567568,0.41,26.08,678.030303,2.252853031,1.522280271,"overweight"
"Jim Rice","R",74,200,0.298,382,25.67567568,0.21,25.89,1281.879195,2.582063363,1.522280271,"overweight"
"Ed Kirkpatrick","L",71,195,0.238,85,27.19400913,-0.45,26.75,357.1428571,1.929418926,1.639738546,"overweight"
"Jerry Grote","R",70,185,0.252,39,26.54183673,-0.19,26.35,154.7619048,1.591064607,1.589286489,"overweight"
"Ron Brand","R",67,167,0.239,3,26.15304077,0.21,26.36,12.55230126,0.477121255,1.559209234,"overweight"
"Ron Cey","R",70,185,0.261,316,26.54183673,-0.02,26.53,1210.727969,2.499687083,1.589286489,"overweight"
"Skip Jutze","R",71,190,0.215,3,26.49672684,-0.06,26.43,13.95348837,0.477121255,1.585796788,"overweight"
"Butch Wynegar","B",73,190,0.255,65,25.0647401,-0.23,24.84,254.9019608,1.812913357,1.475018294,"overweight"
"Ron LeFlore","R",72,200,0.288,59,27.12191358,0.3,27.42,204.8611111,1.770852012,1.634161235,"overweight"
"Gene Tenace","R",72,190,0.241,201,25.7658179,-0.09,25.68,834.0248963,2.303196057,1.529253673,"overweight"
"Bubba Morton","R",70,175,0.267,14,25.10714286,0.47,25.57,52.43445693,1.146128036,1.478298572,"overweight"
"Ellie Rodriguez","R",71,185,0.245,16,25.79944455,-0.48,25.32,65.30612245,1.204119983,1.53185503,"overweight"
"Dick Nen","L",74,200,0.224,21,25.67567568,-0.46,25.22,93.75,1.322219295,1.522280271,"overweight"
"Bill Freehan","R",75,203,0.262,200,25.37048889,-0.28,25.09,763.3587786,2.301029996,1.498671021,"overweight"
"Steve Nicosia","R",70,185,0.248,11,26.54183673,-0.09,26.45,44.35483871,1.041392685,1.589286489,"overweight"
"Mike Epstein","L",75,230,0.244,130,28.74488889,0.13,28.88,532.7868852,2.113943352,1.759714605,"overweight"
"Glenn Beckert","R",73,190,0.283,22,25.0647401,0.3,25.36,77.7385159,1.342422681,1.475018294,"overweight"
"Mike Jorgensen","L",72,195,0.243,95,26.44386574,0.18,26.62,390.9465021,1.977723605,1.581707454,"overweight"
"Rick Joseph","R",73,192,0.243,13,25.32857947,0.3,25.62,53.49794239,1.113943352,1.495428908,"overweight"
"Joe Ferguson","R",74,200,0.24,122,25.67567568,-0.45,25.23,508.3333333,2.086359831,1.522280271,"overweight"
"Dave Revering","L",76,210,0.265,62,25.55921053,0.15,25.71,233.9622642,1.792391689,1.513270527,"overweight"
"Jesse Gonder","L",70,180,0.251,26,25.8244898,-0.29,25.53,103.5856574,1.414973348,1.533792531,"overweight"
"Gary Sutherland","R",72,185,0.243,24,25.08777006,0.01,25.1,98.7654321,1.380211242,1.476799892,"overweight"
"Bob Coluccio","R",71,183,0.22,26,25.52053164,-0.12,25.4,118.1818182,1.414973348,1.510278328,"overweight"
"Bill Sharp","L",70,178,0.255,9,25.53755102,0.24,25.77,35.29411765,0.954242509,1.511594947,"overweight"
"Bob Watson","R",72,201,0.295,184,27.25752315,-0.27,26.99,623.7288136,2.264817823,1.644651991,"overweight"
"John Kennedy","R",72,185,0.225,32,25.08777006,-0.15,24.94,142.2222222,1.505149978,1.476799892,"overweight"
"Gail Hopkins","L",70,198,0.266,25,28.40693878,0.11,28.52,93.98496241,1.397940009,1.733570784,"overweight"
"Bill Plummer","R",73,190,0.188,14,25.0647401,0.11,25.17,74.46808511,1.146128036,1.475018294,"overweight"
"Tom Poquette","L",70,175,0.268,10,25.10714286,0.23,25.33,37.31343284,1,1.478298572,"overweight"
"Floyd Rayford","R",70,190,0.244,38,27.25918367,0.07,27.33,155.7377049,1.579783597,1.644780449,"overweight"
"Jim Barr","R",75,205,0.162,1,25.62044444,-0.12,25.51,6.172839506,0,1.518007582,"overweight"
"Phil Garner","R",70,175,0.26,109,25.10714286,-0.07,25.04,419.2307692,2.037426498,1.478298572,"overweight"
